,username,location,following,followers,totaltweets,whentweetcreated,retweets,text
4315,umut_ergun_,"Sinop, Türkiye",195,42,1090,2020-12-31 21:25:09,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4350,MrSnowizma,istanbuL,44,119,32668,2020-12-31 18:22:47,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4358,sagbekovic,şu an da buradasınız ,633,356,7798,2020-12-31 17:33:23,0,ağlattın beni kemal abi kemal sunal halktır 
4360,CavciHuseyin,"Şanlıurfa, Türkiye",2466,2317,1334,2020-12-31 17:17:12,0,öyle şeyler yap ki adını hiç kimse unutamasıni çim ısındı ne güzel reklam bu 
4385,Memocan_48,Bodrum,5248,10988,136974,2020-12-31 16:12:29,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4389,kbraaorcc,"Beşiktaş, İstanbul",789,1232,6643,2020-12-31 16:04:25,0,muhtesem bir iş harikasınız tek kelimeyle en iyi reklamlardan biri dan büyük ustayı saygıyla ve rahmetle anıyoruz 
4392,ALSKMEN2,"Isparta, Türkiye",1787,1240,1107,2020-12-31 15:52:34,0,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimseunutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4400,Jonas62712964,,604,143,199739,2020-12-31 15:36:45,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4407,ares19820,,2136,3557,37433,2020-12-31 15:16:47,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4409,ziraatbankasi,Türkiye,8,455075,4703,2020-12-31 15:14:20,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4417,__destina,"İstanbul, Türkiye",484,262,3904,2021-01-05 18:50:56,0,bir reklam yapmışlar kemal sunal ile ama nasıl güzel gülmek hiç fena olur mu kemal abi 
4420,Tlin77183155,"Merkez, Uşak",96,10,336,2021-01-05 09:10:30,1,sonuna doğru boğazım düğümlendi hep kalbimizde olacaksın nur içinde yat güzel insan 
4424,me3ve_,"Antwerpen, België",591,711,10708,2021-01-04 19:04:51,32,çok özledik be kemal abi
4432,SedatSe98348320,"Wien, Österreich",431,135,2511,2021-01-04 12:28:08,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4434,enesos44,Malatya,4979,2877,258648,2021-01-04 08:27:18,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4435,yalnizcaselda,33|43,1687,2432,3440,2021-01-04 07:47:27,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4437,Zey_blt,67🇫🇷,2079,2159,7624,2021-01-04 07:40:55,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4438,kaptan69684899,,271,172,7196,2021-01-04 06:07:54,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4453,EmineKaraer10,Ankara,1494,1348,19895,2021-01-03 16:11:09,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4456,dakkvindak,"İstanbul, Türkiye",503,3042,2521,2021-01-03 15:40:09,0,zirat bankası reklamı çok güzelsin bee
4459,KaguyaTotoro,,29,72,2862,2021-01-03 15:02:29,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4461,CansuKavasoglu,"Çanakkale, Türkiye",2130,2113,8293,2021-01-03 14:24:49,0,ah reklamın güzelliği 
4463,mehmetarass01,"Seyhan, Adana",113,184,3768,2021-01-03 14:21:25,2,rahmet le anıyoruz ve gülümsüyoruz 
4464,LETT061,,44,13,134,2021-01-03 14:19:54,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4480,_ecemcakmak,"İzmir, Türkiye",11247,17457,6484,2021-01-03 10:11:24,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4501,Tomriskahan,"Amsterdam, Nederland",104,53,5602,2021-01-02 20:15:47,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4513,aksoyibrahim63,,1087,841,2742,2021-01-02 16:49:58,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4522,Abdullah_ErRais,,574,91,650,2021-01-02 15:23:21,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4525,yagmurdalmzz,"İstanbul, Türkiye",965,748,282,2021-01-02 15:19:32,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4537,sevakpinar,,774,624,143,2021-01-02 14:47:33,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4544,furkankarakusum,,5783,6192,17064,2021-01-02 14:07:50,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4546,BoraEmirhann,,18,4,57,2021-01-02 14:01:55,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4579,ufukozel59,"Tekirdağ, Türkiye",196,162,5196,2021-01-02 10:33:02,0,son günlerde gördüğüm en güzel reklam kemal sunal 
4584,BekirKizilpinar,"İzmir, Sivas",538,471,1175,2021-01-02 10:00:57,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4597,krhnila,elli3,181,241,4531,2021-01-02 08:56:58,1,harika duygu yüklü bi reklam gözlerim doldu
4600,harunsaglam,"İstanbul, Türkiye",279,13989,12852,2021-01-02 08:38:34,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4603,yaseaktag,,411,615,3521,2021-01-02 08:18:04,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4604,CenkBabaeren,Turkey,4195,20928,184515,2021-01-02 08:14:42,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4611,cilay_cevikkol,"İstanbul, Türkiye",780,53,3947,2021-01-02 02:45:51,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4619,memovi,,4993,2396,57430,2021-01-01 22:46:15,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4626,yasin6144,"Mersin, Türkiye",3840,4055,6695,2021-01-01 21:58:22,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4627,Melis_Dewam,,1286,1278,7794,2021-01-01 21:57:53,2,gülmek en çok sana yakışıyordu güzel adam
4632,zidane_to,,270,636,31578,2021-01-01 21:25:46,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4644,emretasdmr53,53🇹🇷,506,569,4076,2021-01-01 20:57:08,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4646,Bsraashin,Bursa,752,1210,2639,2021-01-01 20:54:28,1,ziraat bankası nın kuruluş yıl dönümü özel reklamında deep fake teknolojisi ile canladırılan kemal sunal ı görmek sizleri de duygulandırmadı mı 
4664,Mr_Orucoglu1905,İstanbul,275,252,2945,2021-01-01 20:29:15,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4665,OsmanCanCengiz1,,103,1368,1698,2021-01-01 20:27:34,0,öyle şeyler yap ki hiç unutulmasın 
4666,sidarnarin3,"Kartal, İstanbul",147,299,3885,2021-01-01 20:27:26,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4669,unalyavuz07,  Antalya Türkiye ,172,51,556,2021-01-01 20:25:28,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4671,scofiemircan,"Samsun, Türkiye",411,234,15072,2021-01-01 20:24:44,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4689,johnwickadamim,türkiye,201,46,523,2021-01-01 19:51:58,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4700,paypaydapayam,Cehennemin sahibiysem demek ki,2550,2567,12301,2021-01-01 19:42:54,0,aaah be kemal sunal gibi adam geçti bu ülkeden
4702,asokeyfi,Rize / Eskişehir,824,1890,23607,2021-01-01 19:39:39,1,harika duygu yüklü bi reklam gözlerim doldu
4706,murateren_35,"Konak, İzmir",56,79,121,2021-01-01 19:28:48,0,varsınız
4707,Avsarbeyi93,"Muğla, Türkiye",962,486,8298,2021-01-01 19:28:39,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4710,muhammedyavas17,"Çan, Türkiye",631,755,4015,2021-01-01 19:13:29,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4717,tweetinghuma,A🤍,475,939,3702,2021-01-01 19:07:15,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4721,SiyahBeyazFaNi,,2338,2526,46201,2021-01-01 18:38:35,2,gülmek en çok sana yakışıyordu güzel adam
4730,m_turhan78,,3640,3691,49485,2021-01-01 17:47:04,2,muhteşem olmuş rahmetli büyük ustad kemal sunal ı unutturmadığınız için teşekkürler
4741,yumitsimsir,,125,35,5296,2021-01-01 17:30:23,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4742,1kisiicin,Turkey,316,321,14996,2021-01-01 17:23:55,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4748,Alican16444518,,329,301,3451,2021-01-01 17:06:15,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4753,f_e_r_h_a_t_g_s,,830,655,2623,2021-01-01 16:53:27,0,yeni reklamı çok güzel olmuş 
4760,cekirdeksizavo,,771,665,9205,2021-01-01 16:51:15,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4766,ttomriss81,,386,210,2419,2021-01-01 16:46:01,0,ziraat bankası çok güzel reklam yapmış canım kemal sunal
4776,kscabeko,"İstanbul, Türkiye",434,139,6025,2021-01-01 16:37:04,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4779,bthnzby07,17,331,178,9869,2021-01-01 16:36:55,32,çok özledik be kemal abi
4791,enes_firat,,308,140,2897,2021-01-01 16:18:31,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4807,taraizgezen,,378,169,167,2021-01-01 15:29:14,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4819,hotmail_figen,,1542,965,23716,2021-01-01 14:50:00,0,kemal sunal adamdır nokta 
4829,senolersinn,,166,153,350,2021-01-01 14:10:49,0,normalde reklam izlemekten nefret ederim ama ziraat bankası nın kemal sunal içerikli reklam filmi gerçekten de muhteşem olmuş emeği geçen herkesin emeğine sağlık sen hep gülümse aracılığıyla
4839,uygar31817678,"Ankara, Türkiye",136,85,2121,2021-01-01 13:01:55,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4841,ugurkarakus01,Adana / İstanbul ,989,1353,10146,2021-01-01 12:50:26,0,ziraat bankası reklamın kralını yapmış 
4845,cagritekman,"İstanbul, Türkiye",2713,1011,45570,2021-01-01 12:39:09,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4852,alperdmg,,8425,27583,114167,2021-01-01 12:17:39,6,ben yeni yılın ilk dakikaları bu reklamı izledim gözlerim doldu yüreğim sıcacık oldu gerçek gibiydi yeşilçamla büyümek seninle gülmek çok güzel kemal sunal sen hep gül 
4857,_MrYLMAZ,,177,54,773,2021-01-01 11:56:30,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4861,YamanGkhan,Moers-NRW/İstanbul,1533,1524,132364,2021-01-01 11:39:33,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4862,saadetcaneker, türkiye,1196,1162,20956,2021-01-01 11:38:00,6,ben yeni yılın ilk dakikaları bu reklamı izledim gözlerim doldu yüreğim sıcacık oldu gerçek gibiydi yeşilçamla büyümek seninle gülmek çok güzel kemal sunal sen hep gül 
4863,MurKAnt_Uz,,9799,8912,24210,2021-01-01 11:36:24,0,ve sen öyle güzel gülüyorsun ki kemal abi gülüşün unutulmuyor 
4864,MurKAnt_Uz,,9799,8912,24210,2021-01-01 11:30:49,6,ben yeni yılın ilk dakikaları bu reklamı izledim gözlerim doldu yüreğim sıcacık oldu gerçek gibiydi yeşilçamla büyümek seninle gülmek çok güzel kemal sunal sen hep gül 
4870,sinemis_97,,773,2913,12335,2021-01-01 11:02:24,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
4873,Seyidogluss,"Artvin, Türkiye",853,59,51,2021-01-01 10:52:26,560,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
